Rank;Country or Area;Subgroup;Year;Source;Unit;Value;Value Footnotes
1423;Palau;Male;2001;UNESCO_UIS Database_Sep2007;Percent;27;3
1424;Palau;Male;2000;UNESCO_UIS Database_Sep2007;Percent;25;3
1425;Palestinian Territory, Occupied;Female;2005;UNESCO_UIS Database_Sep2007;Percent;39;3
1426;Palestinian Territory, Occupied;Female;2004;UNESCO_UIS Database_Sep2007;Percent;39;
1427;Palestinian Territory, Occupied;Female;2003;UNESCO_UIS Database_Sep2007;Percent;35;
1428;Palestinian Territory, Occupied;Female;2002;UNESCO_UIS Database_Sep2007;Percent;30;
1429;Palestinian Territory, Occupied;Female;2001;UNESCO_UIS Database_Sep2007;Percent;28;
1430;Palestinian Territory, Occupied;Female;2000;UNESCO_UIS Database_Sep2007;Percent;25;
1431;Palestinian Territory, Occupied;Female;1999;UNESCO_UIS Database_Sep2007;Percent;23;
1432;Palestinian Territory, Occupied;Male;2005;UNESCO_UIS Database_Sep2007;Percent;37;3
1433;Palestinian Territory, Occupied;Male;2004;UNESCO_UIS Database_Sep2007;Percent;37;
1434;Palestinian Territory, Occupied;Male;2003;UNESCO_UIS Database_Sep2007;Percent;33;
1435;Palestinian Territory, Occupied;Male;2002;UNESCO_UIS Database_Sep2007;Percent;30;
1436;Palestinian Territory, Occupied;Male;2001;UNESCO_UIS Database_Sep2007;Percent;29;
1437;Palestinian Territory, Occupied;Male;2000;UNESCO_UIS Database_Sep2007;Percent;27;
1438;Palestinian Territory, Occupied;Male;1999;UNESCO_UIS Database_Sep2007;Percent;26;
1439;Panama;Female;2005;UNESCO_UIS Database_Sep2007;Percent;55;
1440;Panama;Female;2004;UNESCO_UIS Database_Sep2007;Percent;57;
1441;Panama;Female;2003;UNESCO_UIS Database_Sep2007;Percent;57;
1442;Panama;Female;2002;UNESCO_UIS Database_Sep2007;Percent;54;
1443;Panama;Female;2001;UNESCO_UIS Database_Sep2007;Percent;55;
1444;Panama;Female;2000;UNESCO_UIS Database_Sep2007;Percent;56;
1445;Panama;Female;1999;UNESCO_UIS Database_Sep2007;Percent;50;
1446;Panama;Male;2005;UNESCO_UIS Database_Sep2007;Percent;34;
1447;Panama;Male;2004;UNESCO_UIS Database_Sep2007;Percent;34;
1448;Panama;Male;2003;UNESCO_UIS Database_Sep2007;Percent;36;
1449;Panama;Male;2002;UNESCO_UIS Database_Sep2007;Percent;32;
1450;Panama;Male;2001;UNESCO_UIS Database_Sep2007;Percent;32;
1451;Panama;Male;2000;UNESCO_UIS Database_Sep2007;Percent;33;
1452;Panama;Male;1999;UNESCO_UIS Database_Sep2007;Percent;31;
1453;Papua New Guinea;Female;1999;UNESCO_UIS Database_Sep2007;Percent;1;3
1454;Papua New Guinea;Male;1999;UNESCO_UIS Database_Sep2007;Percent;3;3
1455;Paraguay;Female;2004;UNESCO_UIS Database_Sep2007;Percent;28;3
1456;Paraguay;Female;2003;UNESCO_UIS Database_Sep2007;Percent;28;3
1457;Paraguay;Female;2002;UNESCO_UIS Database_Sep2007;Percent;30;3
1458;Paraguay;Female;2001;UNESCO_UIS Database_Sep2007;Percent;21;
1459;Paraguay;Female;2000;UNESCO_UIS Database_Sep2007;Percent;18;
1460;Paraguay;Female;1999;UNESCO_UIS Database_Sep2007;Percent;15;
1461;Paraguay;Male;2004;UNESCO_UIS Database_Sep2007;Percent;21;3
1462;Paraguay;Male;2003;UNESCO_UIS Database_Sep2007;Percent;21;3
1463;Paraguay;Male;2002;UNESCO_UIS Database_Sep2007;Percent;22;3
1464;Paraguay;Male;2001;UNESCO_UIS Database_Sep2007;Percent;15;
1465;Paraguay;Male;2000;UNESCO_UIS Database_Sep2007;Percent;13;
1466;Paraguay;Male;1999;UNESCO_UIS Database_Sep2007;Percent;11;
1467;Peru;Female;2005;UNESCO_UIS Database_Sep2007;Percent;34;3
1468;Peru;Female;2004;UNESCO_UIS Database_Sep2007;Percent;34;3
1469;Peru;Female;2003;UNESCO_UIS Database_Sep2007;Percent;33;3
1470;Peru;Female;2002;UNESCO_UIS Database_Sep2007;Percent;33;3
1471;Peru;Female;2001;UNESCO_UIS Database_Sep2007;Percent;31;3
1472;Peru;Male;2005;UNESCO_UIS Database_Sep2007;Percent;33;3
1473;Peru;Male;2004;UNESCO_UIS Database_Sep2007;Percent;33;3
1474;Peru;Male;2003;UNESCO_UIS Database_Sep2007;Percent;30;3
1475;Peru;Male;2002;UNESCO_UIS Database_Sep2007;Percent;30;3
1476;Peru;Male;2001;UNESCO_UIS Database_Sep2007;Percent;32;3
1477;Philippines;Female;2005;UNESCO_UIS Database_Sep2007;Percent;31;
1478;Philippines;Female;2004;UNESCO_UIS Database_Sep2007;Percent;32;
1479;Philippines;Female;2003;UNESCO_UIS Database_Sep2007;Percent;33;
1480;Philippines;Female;2002;UNESCO_UIS Database_Sep2007;Percent;34;
1481;Philippines;Female;1999;UNESCO_UIS Database_Sep2007;Percent;32;
1482;Philippines;Male;2005;UNESCO_UIS Database_Sep2007;Percent;25;
1483;Philippines;Male;2004;UNESCO_UIS Database_Sep2007;Percent;25;
1484;Philippines;Male;2003;UNESCO_UIS Database_Sep2007;Percent;26;
1485;Philippines;Male;2002;UNESCO_UIS Database_Sep2007;Percent;27;
1486;Philippines;Male;1999;UNESCO_UIS Database_Sep2007;Percent;25;
1487;Poland;Female;2005;UNESCO_UIS Database_Sep2007;Percent;74;
1488;Poland;Female;2004;UNESCO_UIS Database_Sep2007;Percent;72;
1489;Poland;Female;2003;UNESCO_UIS Database_Sep2007;Percent;70;
1490;Poland;Female;2002;UNESCO_UIS Database_Sep2007;Percent;68;
1491;Poland;Female;2001;UNESCO_UIS Database_Sep2007;Percent;64;
1492;Poland;Female;2000;UNESCO_UIS Database_Sep2007;Percent;58;
1493;Poland;Female;1999;UNESCO_UIS Database_Sep2007;Percent;52;
1494;Poland;Male;2005;UNESCO_UIS Database_Sep2007;Percent;53;
1495;Poland;Male;2004;UNESCO_UIS Database_Sep2007;Percent;51;
1496;Poland;Male;2003;UNESCO_UIS Database_Sep2007;Percent;49;
1497;Poland;Male;2002;UNESCO_UIS Database_Sep2007;Percent;48;
1498;Poland;Male;2001;UNESCO_UIS Database_Sep2007;Percent;45;
1499;Poland;Male;2000;UNESCO_UIS Database_Sep2007;Percent;41;
1500;Poland;Male;1999;UNESCO_UIS Database_Sep2007;Percent;37;
1501;Portugal;Female;2005;UNESCO_UIS Database_Sep2007;Percent;64;
1502;Portugal;Female;2004;UNESCO_UIS Database_Sep2007;Percent;65;
1503;Portugal;Female;2003;UNESCO_UIS Database_Sep2007;Percent;64;
1504;Portugal;Female;2002;UNESCO_UIS Database_Sep2007;Percent;62;
1505;Portugal;Female;2001;UNESCO_UIS Database_Sep2007;Percent;59;
1506;Portugal;Female;2000;UNESCO_UIS Database_Sep2007;Percent;55;
1507;Portugal;Female;1999;UNESCO_UIS Database_Sep2007;Percent;51;
1508;Portugal;Male;2005;UNESCO_UIS Database_Sep2007;Percent;49;
1509;Portugal;Male;2004;UNESCO_UIS Database_Sep2007;Percent;49;
1510;Portugal;Male;2003;UNESCO_UIS Database_Sep2007;Percent;47;
1511;Portugal;Male;2002;UNESCO_UIS Database_Sep2007;Percent;45;
1512;Portugal;Male;2001;UNESCO_UIS Database_Sep2007;Percent;43;
1513;Portugal;Male;2000;UNESCO_UIS Database_Sep2007;Percent;41;
1514;Portugal;Male;1999;UNESCO_UIS Database_Sep2007;Percent;39;
1515;Qatar;Female;2005;UNESCO_UIS Database_Sep2007;Percent;33;
1516;Qatar;Female;2004;UNESCO_UIS Database_Sep2007;Percent;34;
1517;Qatar;Female;2003;UNESCO_UIS Database_Sep2007;Percent;30;
1518;Qatar;Female;2002;UNESCO_UIS Database_Sep2007;Percent;30;
1519;Qatar;Female;2001;UNESCO_UIS Database_Sep2007;Percent;32;
1520;Qatar;Female;1999;UNESCO_UIS Database_Sep2007;Percent;41;3
1521;Qatar;Male;2005;UNESCO_UIS Database_Sep2007;Percent;10;
1522;Qatar;Male;2004;UNESCO_UIS Database_Sep2007;Percent;9;
1523;Qatar;Male;2003;UNESCO_UIS Database_Sep2007;Percent;9;
1524;Qatar;Male;2002;UNESCO_UIS Database_Sep2007;Percent;10;
1525;Qatar;Male;2001;UNESCO_UIS Database_Sep2007;Percent;11;
1526;Qatar;Male;1999;UNESCO_UIS Database_Sep2007;Percent;13;3
1527;Republic of Moldova;Female;2005;UNESCO_UIS Database_Sep2007;Percent;41;4
1528;Republic of Moldova;Female;2004;UNESCO_UIS Database_Sep2007;Percent;43;4
1529;Republic of Moldova;Female;2003;UNESCO_UIS Database_Sep2007;Percent;39;4
1530;Republic of Moldova;Female;2002;UNESCO_UIS Database_Sep2007;Percent;38;4
1531;Republic of Moldova;Female;2001;UNESCO_UIS Database_Sep2007;Percent;36;4
1532;Republic of Moldova;Female;2000;UNESCO_UIS Database_Sep2007;Percent;37;4
1533;Republic of Moldova;Female;1999;UNESCO_UIS Database_Sep2007;Percent;38;4
1534;Republic of Moldova;Male;2005;UNESCO_UIS Database_Sep2007;Percent;27;4
1535;Republic of Moldova;Male;2004;UNESCO_UIS Database_Sep2007;Percent;31;4
1536;Republic of Moldova;Male;2003;UNESCO_UIS Database_Sep2007;Percent;29;4
1537;Republic of Moldova;Male;2002;UNESCO_UIS Database_Sep2007;Percent;28;4
1538;Republic of Moldova;Male;2001;UNESCO_UIS Database_Sep2007;Percent;28;4
1539;Republic of Moldova;Male;2000;UNESCO_UIS Database_Sep2007;Percent;28;4
1540;Republic of Moldova;Male;1999;UNESCO_UIS Database_Sep2007;Percent;29;4
1541;Romania;Female;2005;UNESCO_UIS Database_Sep2007;Percent;50;
1542;Romania;Female;2004;UNESCO_UIS Database_Sep2007;Percent;45;
1543;Romania;Female;2003;UNESCO_UIS Database_Sep2007;Percent;40;
1544;Romania;Female;2002;UNESCO_UIS Database_Sep2007;Percent;35;
1545;Romania;Female;2001;UNESCO_UIS Database_Sep2007;Percent;31;
1546;Romania;Female;2000;UNESCO_UIS Database_Sep2007;Percent;25;
1547;Romania;Female;1999;UNESCO_UIS Database_Sep2007;Percent;23;
1548;Romania;Male;2005;UNESCO_UIS Database_Sep2007;Percent;40;
1549;Romania;Male;2004;UNESCO_UIS Database_Sep2007;Percent;36;
1550;Romania;Male;2003;UNESCO_UIS Database_Sep2007;Percent;32;
1551;Romania;Male;2002;UNESCO_UIS Database_Sep2007;Percent;28;
1552;Romania;Male;2001;UNESCO_UIS Database_Sep2007;Percent;26;
1553;Romania;Male;2000;UNESCO_UIS Database_Sep2007;Percent;23;
1554;Romania;Male;1999;UNESCO_UIS Database_Sep2007;Percent;21;
1555;Russian Federation;Female;2005;UNESCO_UIS Database_Sep2007;Percent;82;3
1556;Russian Federation;Female;2004;UNESCO_UIS Database_Sep2007;Percent;79;3
1557;Russian Federation;Female;2003;UNESCO_UIS Database_Sep2007;Percent;75;3
1558;Russian Federation;Male;2005;UNESCO_UIS Database_Sep2007;Percent;60;3
1559;Russian Federation;Male;2004;UNESCO_UIS Database_Sep2007;Percent;58;3
1560;Russian Federation;Male;2003;UNESCO_UIS Database_Sep2007;Percent;56;3
1561;Rwanda;Female;2005;UNESCO_UIS Database_Sep2007;Percent;2;3
1562;Rwanda;Female;2004;UNESCO_UIS Database_Sep2007;Percent;2;
1563;Rwanda;Female;2003;UNESCO_UIS Database_Sep2007;Percent;2;
1564;Rwanda;Female;2002;UNESCO_UIS Database_Sep2007;Percent;1;
1565;Rwanda;Female;2001;UNESCO_UIS Database_Sep2007;Percent;1;
1566;Rwanda;Female;2000;UNESCO_UIS Database_Sep2007;Percent;1;3
1567;Rwanda;Male;2005;UNESCO_UIS Database_Sep2007;Percent;3;3
1568;Rwanda;Male;2004;UNESCO_UIS Database_Sep2007;Percent;3;
1569;Rwanda;Male;2003;UNESCO_UIS Database_Sep2007;Percent;3;
1570;Rwanda;Male;2002;UNESCO_UIS Database_Sep2007;Percent;3;
1571;Rwanda;Male;2001;UNESCO_UIS Database_Sep2007;Percent;2;
1572;Rwanda;Male;2000;UNESCO_UIS Database_Sep2007;Percent;2;3
1573;Saint Kitts and Nevis;Female;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
1574;Saint Kitts and Nevis;Female;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
1575;Saint Kitts and Nevis;Female;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
1576;Saint Kitts and Nevis;Female;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
1577;Saint Kitts and Nevis;Female;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
1578;Saint Kitts and Nevis;Female;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
1579;Saint Kitts and Nevis;Female;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
1580;Saint Kitts and Nevis;Male;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
1581;Saint Kitts and Nevis;Male;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
1582;Saint Kitts and Nevis;Male;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
1583;Saint Kitts and Nevis;Male;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
1584;Saint Kitts and Nevis;Male;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
1585;Saint Kitts and Nevis;Male;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
1586;Saint Kitts and Nevis;Male;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
1587;Saint Lucia;Female;2005;UNESCO_UIS Database_Sep2007;Percent;20;
1588;Saint Lucia;Female;2004;UNESCO_UIS Database_Sep2007;Percent;22;
1589;Saint Lucia;Female;2003;UNESCO_UIS Database_Sep2007;Percent;18;3
1590;Saint Lucia;Male;2005;UNESCO_UIS Database_Sep2007;Percent;7;
1591;Saint Lucia;Male;2004;UNESCO_UIS Database_Sep2007;Percent;6;
1592;Saint Lucia;Male;2003;UNESCO_UIS Database_Sep2007;Percent;9;3
1593;Samoa;Female;2001;UNESCO_UIS Database_Sep2007;Percent;7;3
1594;Samoa;Female;2000;UNESCO_UIS Database_Sep2007;Percent;7;
1595;Samoa;Female;1999;UNESCO_UIS Database_Sep2007;Percent;12;
1596;Samoa;Male;2001;UNESCO_UIS Database_Sep2007;Percent;8;3
1597;Samoa;Male;2000;UNESCO_UIS Database_Sep2007;Percent;8;
1598;Samoa;Male;1999;UNESCO_UIS Database_Sep2007;Percent;11;
1599;Sao Tome and Principe;Female;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
1600;Sao Tome and Principe;Female;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
1601;Sao Tome and Principe;Female;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
1602;Sao Tome and Principe;Female;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
1603;Sao Tome and Principe;Female;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
1604;Sao Tome and Principe;Female;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
1605;Sao Tome and Principe;Female;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
1606;Sao Tome and Principe;Male;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
1607;Sao Tome and Principe;Male;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
1608;Sao Tome and Principe;Male;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
1609;Sao Tome and Principe;Male;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
1610;Sao Tome and Principe;Male;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
1611;Sao Tome and Principe;Male;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
1612;Sao Tome and Principe;Male;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
1613;Saudi Arabia;Female;2005;UNESCO_UIS Database_Sep2007;Percent;34;
1614;Saudi Arabia;Female;2004;UNESCO_UIS Database_Sep2007;Percent;33;
1615;Saudi Arabia;Female;2003;UNESCO_UIS Database_Sep2007;Percent;31;
1616;Saudi Arabia;Female;2002;UNESCO_UIS Database_Sep2007;Percent;27;3
1617;Saudi Arabia;Female;2001;UNESCO_UIS Database_Sep2007;Percent;25;3
1618;Saudi Arabia;Female;2000;UNESCO_UIS Database_Sep2007;Percent;25;
1619;Saudi Arabia;Female;1999;UNESCO_UIS Database_Sep2007;Percent;24;
1620;Saudi Arabia;Male;2005;UNESCO_UIS Database_Sep2007;Percent;23;
1621;Saudi Arabia;Male;2004;UNESCO_UIS Database_Sep2007;Percent;22;
1622;Saudi Arabia;Male;2003;UNESCO_UIS Database_Sep2007;Percent;21;
1623;Saudi Arabia;Male;2002;UNESCO_UIS Database_Sep2007;Percent;18;3
1624;Saudi Arabia;Male;2001;UNESCO_UIS Database_Sep2007;Percent;20;3
1625;Saudi Arabia;Male;2000;UNESCO_UIS Database_Sep2007;Percent;19;
1626;Saudi Arabia;Male;1999;UNESCO_UIS Database_Sep2007;Percent;17;
1627;Serbia and Montenegro;Female;2001;UNESCO_UIS Database_Sep2007;Percent;40;4
1628;Serbia and Montenegro;Female;2000;UNESCO_UIS Database_Sep2007;Percent;43;4
1629;Serbia and Montenegro;Female;1999;UNESCO_UIS Database_Sep2007;Percent;37;4
1630;Serbia and Montenegro;Male;2001;UNESCO_UIS Database_Sep2007;Percent;33;4
1631;Serbia and Montenegro;Male;2000;UNESCO_UIS Database_Sep2007;Percent;37;4
1632;Serbia and Montenegro;Male;1999;UNESCO_UIS Database_Sep2007;Percent;31;4
1633;Seychelles;Female;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
1634;Seychelles;Female;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
1635;Seychelles;Female;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
1636;Seychelles;Female;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
1637;Seychelles;Female;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
1638;Seychelles;Female;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
1639;Seychelles;Female;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
1640;Seychelles;Male;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
1641;Seychelles;Male;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
1642;Seychelles;Male;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
1643;Seychelles;Male;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
1644;Seychelles;Male;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
1645;Seychelles;Male;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
1646;Seychelles;Male;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
1647;Sierra Leone;Female;2002;UNESCO_UIS Database_Sep2007;Percent;1;3
1648;Sierra Leone;Female;2001;UNESCO_UIS Database_Sep2007;Percent;1;
1649;Sierra Leone;Male;2002;UNESCO_UIS Database_Sep2007;Percent;3;3
1650;Sierra Leone;Male;2001;UNESCO_UIS Database_Sep2007;Percent;3;
1651;Slovakia;Female;2005;UNESCO_UIS Database_Sep2007;Percent;46;
1652;Slovakia;Female;2004;UNESCO_UIS Database_Sep2007;Percent;40;
1653;Slovakia;Female;2003;UNESCO_UIS Database_Sep2007;Percent;37;
1654;Slovakia;Female;2002;UNESCO_UIS Database_Sep2007;Percent;34;
1655;Slovakia;Female;2001;UNESCO_UIS Database_Sep2007;Percent;32;
1656;Slovakia;Female;2000;UNESCO_UIS Database_Sep2007;Percent;29;
1657;Slovakia;Female;1999;UNESCO_UIS Database_Sep2007;Percent;28;
1658;Slovakia;Male;2005;UNESCO_UIS Database_Sep2007;Percent;36;
1659;Slovakia;Male;2004;UNESCO_UIS Database_Sep2007;Percent;33;
1660;Slovakia;Male;2003;UNESCO_UIS Database_Sep2007;Percent;31;
1661;Slovakia;Male;2002;UNESCO_UIS Database_Sep2007;Percent;30;
1662;Slovakia;Male;2001;UNESCO_UIS Database_Sep2007;Percent;29;
1663;Slovakia;Male;2000;UNESCO_UIS Database_Sep2007;Percent;28;
1664;Slovakia;Male;1999;UNESCO_UIS Database_Sep2007;Percent;25;
1665;Slovenia;Female;2005;UNESCO_UIS Database_Sep2007;Percent;96;
1666;Slovenia;Female;2004;UNESCO_UIS Database_Sep2007;Percent;86;
1667;Slovenia;Female;2003;UNESCO_UIS Database_Sep2007;Percent;81;
1668;Slovenia;Female;2002;UNESCO_UIS Database_Sep2007;Percent;80;
1669;Slovenia;Female;2001;UNESCO_UIS Database_Sep2007;Percent;71;
1670;Slovenia;Female;2000;UNESCO_UIS Database_Sep2007;Percent;65;
1671;Slovenia;Female;1999;UNESCO_UIS Database_Sep2007;Percent;61;
1672;Slovenia;Male;2005;UNESCO_UIS Database_Sep2007;Percent;67;
1673;Slovenia;Male;2004;UNESCO_UIS Database_Sep2007;Percent;62;
1674;Slovenia;Male;2003;UNESCO_UIS Database_Sep2007;Percent;60;
1675;Slovenia;Male;2002;UNESCO_UIS Database_Sep2007;Percent;56;
1676;Slovenia;Male;2001;UNESCO_UIS Database_Sep2007;Percent;52;
1677;Slovenia;Male;2000;UNESCO_UIS Database_Sep2007;Percent;48;
1678;Slovenia;Male;1999;UNESCO_UIS Database_Sep2007;Percent;45;
1679;Solomon Islands;Female;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
1680;Solomon Islands;Female;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
1681;Solomon Islands;Female;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
1682;Solomon Islands;Female;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
1683;Solomon Islands;Female;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
1684;Solomon Islands;Female;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
1685;Solomon Islands;Female;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
1686;Solomon Islands;Male;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
1687;Solomon Islands;Male;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
1688;Solomon Islands;Male;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
1689;Solomon Islands;Male;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
1690;Solomon Islands;Male;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
1691;Solomon Islands;Male;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
1692;Solomon Islands;Male;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
1693;Somalia;Female;2005;UNESCO_UIS Database_Sep2007;Percent;-;1
1694;Somalia;Female;2004;UNESCO_UIS Database_Sep2007;Percent;-;1
1695;Somalia;Female;2003;UNESCO_UIS Database_Sep2007;Percent;-;1
1696;Somalia;Female;2002;UNESCO_UIS Database_Sep2007;Percent;-;1
1697;Somalia;Female;2001;UNESCO_UIS Database_Sep2007;Percent;-;1
1698;Somalia;Female;2000;UNESCO_UIS Database_Sep2007;Percent;-;1
1699;Somalia;Female;1999;UNESCO_UIS Database_Sep2007;Percent;-;1
1700;Somalia;Male;2005;UNESCO_UIS Database_Sep2007;Percent;-;1
1701;Somalia;Male;2004;UNESCO_UIS Database_Sep2007;Percent;-;1
1702;Somalia;Male;2003;UNESCO_UIS Database_Sep2007;Percent;-;1
1703;Somalia;Male;2002;UNESCO_UIS Database_Sep2007;Percent;-;1
1704;Somalia;Male;2001;UNESCO_UIS Database_Sep2007;Percent;-;1
1705;Somalia;Male;2000;UNESCO_UIS Database_Sep2007;Percent;-;1
1706;Somalia;Male;1999;UNESCO_UIS Database_Sep2007;Percent;-;1
1707;South Africa;Female;2005;UNESCO_UIS Database_Sep2007;Percent;17;
1708;South Africa;Female;2004;UNESCO_UIS Database_Sep2007;Percent;17;
1709;South Africa;Female;2003;UNESCO_UIS Database_Sep2007;Percent;17;
1710;South Africa;Female;2002;UNESCO_UIS Database_Sep2007;Percent;16;
1711;South Africa;Female;2001;UNESCO_UIS Database_Sep2007;Percent;16;
1712;South Africa;Female;2000;UNESCO_UIS Database_Sep2007;Percent;16;
1713;South Africa;Female;1999;UNESCO_UIS Database_Sep2007;Percent;15;
1714;South Africa;Male;2005;UNESCO_UIS Database_Sep2007;Percent;14;
1715;South Africa;Male;2004;UNESCO_UIS Database_Sep2007;Percent;14;
1716;South Africa;Male;2003;UNESCO_UIS Database_Sep2007;Percent;14;
1717;South Africa;Male;2002;UNESCO_UIS Database_Sep2007;Percent;13;
1718;South Africa;Male;2001;UNESCO_UIS Database_Sep2007;Percent;13;
1719;South Africa;Male;2000;UNESCO_UIS Database_Sep2007;Percent;13;
1720;South Africa;Male;1999;UNESCO_UIS Database_Sep2007;Percent;13;
1721;Spain;Female;2005;UNESCO_UIS Database_Sep2007;Percent;74;
1722;Spain;Female;2004;UNESCO_UIS Database_Sep2007;Percent;72;
1723;Spain;Female;2003;UNESCO_UIS Database_Sep2007;Percent;69;
1724;Spain;Female;2002;UNESCO_UIS Database_Sep2007;Percent;67;
1725;Spain;Female;2001;UNESCO_UIS Database_Sep2007;Percent;64;
1726;Spain;Female;2000;UNESCO_UIS Database_Sep2007;Percent;63;
1727;Spain;Female;1999;UNESCO_UIS Database_Sep2007;Percent;60;
1728;Spain;Male;2005;UNESCO_UIS Database_Sep2007;Percent;60;
1729;Spain;Male;2004;UNESCO_UIS Database_Sep2007;Percent;59;
1730;Spain;Male;2003;UNESCO_UIS Database_Sep2007;Percent;58;
1731;Spain;Male;2002;UNESCO_UIS Database_Sep2007;Percent;56;
1732;Spain;Male;2001;UNESCO_UIS Database_Sep2007;Percent;55;
1733;Spain;Male;2000;UNESCO_UIS Database_Sep2007;Percent;53;
1734;Spain;Male;1999;UNESCO_UIS Database_Sep2007;Percent;50;
1735;St Vincent and the Grenadines;Female;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
1736;St Vincent and the Grenadines;Female;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
1737;St Vincent and the Grenadines;Female;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
1738;St Vincent and the Grenadines;Female;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
1739;St Vincent and the Grenadines;Female;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
1740;St Vincent and the Grenadines;Female;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
1741;St Vincent and the Grenadines;Female;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
1742;St Vincent and the Grenadines;Male;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
1743;St Vincent and the Grenadines;Male;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
1744;St Vincent and the Grenadines;Male;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
1745;St Vincent and the Grenadines;Male;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
1746;St Vincent and the Grenadines;Male;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
1747;St Vincent and the Grenadines;Male;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
1748;St Vincent and the Grenadines;Male;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
1749;Sudan;Female;2000;UNESCO_UIS Database_Sep2007;Percent;6;3
1750;Sudan;Female;1999;UNESCO_UIS Database_Sep2007;Percent;6;
1751;Sudan;Male;2000;UNESCO_UIS Database_Sep2007;Percent;6;3
1752;Sudan;Male;1999;UNESCO_UIS Database_Sep2007;Percent;6;
1753;Suriname;Female;2002;UNESCO_UIS Database_Sep2007;Percent;15;
1754;Suriname;Male;2002;UNESCO_UIS Database_Sep2007;Percent;9;
1755;Swaziland;Female;2005;UNESCO_UIS Database_Sep2007;Percent;5;
1756;Swaziland;Female;2004;UNESCO_UIS Database_Sep2007;Percent;5;
1757;Swaziland;Female;2003;UNESCO_UIS Database_Sep2007;Percent;5;3
1758;Swaziland;Female;2002;UNESCO_UIS Database_Sep2007;Percent;5;
